AgeCal (Valero-Garces et al 2019),Composite depth (cm),MS
108297.7,5976.80,4.84150772
108301.3,5977.10,2.97041827
108310.5,5977.50,3.79554468
108321.9,5977.90,5.17154696
108327.1,5978.30,5.65901745
108333.3,5978.60,5.74929595
108348.1,5979.00,6.16260984
108361.4,5979.40,6.64738938
108372.7,5979.80,6.59703796
108379.4,5980.20,6.35353371
108553.2,5988.10,6.58613662
108567.7,5988.50,6.95353371
108581.8,5988.90,6.85128118
108591.7,5989.20,6.9406044
108596.7,5989.60,6.77268398
108609,5990.00,6.65353371
108610.8,5990.40,5.26831069
108623.9,5990.80,4.37933984
108636.5,5991.10,3.75327386
108644.9,5991.50,3.30795621
108652.9,5991.90,3.01866941
108666.3,5992.30,2.64630385
108659.2,5992.60,2.74929595
108674.4,5993.00,2.82640721
108686.6,5993.40,2.62993431
108701.1,5993.80,2.7780093
108718.7,5994.20,2.84738938
108726.4,5994.50,2.95901745
108732.8,5994.90,2.92640721
108745.8,5995.30,2.8378425
108753.9,5995.70,2.96651027
108758.5,5996.00,3.34929595
108764.3,5996.40,2.75145063
108778.8,5996.80,2.69703796
108786.8,5997.20,3.2695016
108798.7,5997.60,3.51866941
108791.9,5997.90,3.75817436
108795.1,5998.30,3.14121697
108803.6,5998.70,3.08952663
108811.9,5999.10,3.0378425
108826.2,5999.50,3.4780093
108837.6,5999.80,3.79220983
108846.2,6000.20,3.08952663
108847.7,6000.60,2.72993431
108860.6,6001.00,2.75817436
108877.4,6001.30,2.94121697
108887.5,6001.70,2.08738991
108896.9,6002.10,3.1695016
108900.3,6002.50,3.21499002
108905.2,6002.90,3.06260984
108913.9,6003.20,3.25817436
108922.4,6003.60,3.40359091
108934.6,6004.00,3.83569581
108947.5,6004.40,3.4572987
108963.3,6004.80,3.32378402
108973.6,6005.10,3.34118164
108981.2,6005.50,2.31568752
108996.8,6005.90,2.97154696
109004.5,6006.30,2.68816912
109016.6,6006.60,2.60359091
109046.6,6007.40,2.88816912
109055.4,6007.80,3.05861167
109074.4,6008.20,2.72011274
109077.3,6008.50,2.80336419
109082.9,6008.90,3.49840949
109093.5,6009.30,3.56573303
109109.4,6009.70,2.92993431
109117.2,6010.10,3.78816912
109123,6010.40,3.21157464
109128.6,6010.80,3.33577988
109133,6011.20,4.94738938
109139.2,6011.60,6.27066412
109149.6,6011.90,4.70001809
109157.1,6012.30,4.58353609
109162,6012.70,4.37066412
109171.9,6013.10,4.53505537
109183.1,6013.50,5.03577988
109186.9,6013.80,5.84682406
109197,6014.20,5.62330558
109205.7,6014.60,4.83987223
109215.9,6015.00,5.34982526
109223,6015.40,4.51189147
109234.6,6015.70,5.22640721
109244.4,6016.10,4.45817436
109247.1,6016.50,3.32994396
109256.9,6016.90,3.80144981
109259.4,6017.20,3.3572987
109260.2,6017.60,3.04269964
109274.6,6018.00,2.74269964
109282.8,6018.40,2.94269964
109294.4,6018.80,3.13474456
109292.9,6019.10,2.8049118
109301.9,6019.50,2.78217341
109305.6,6019.90,2.98341007
109314.2,6020.30,2.69276071
109316.9,6020.70,3.40001809
109321.3,6021.00,2.67268398
109331.1,6021.40,2.65353371
109338,6021.80,2.36197437
109343.5,6022.20,2.6241889
109354.8,6022.50,2.81359413
109357.9,6022.90,2.86194164
109368.2,6023.30,2.85344728
109374.2,6023.70,2.85344728
109390.8,6024.10,2.05817436
109397.8,6024.40,3.15876778
109413.2,6024.80,3.41436648
109417.8,6025.20,3.68924931
109429.9,6025.60,3.86106899
109448.6,6026.00,4.81528883
109454,6026.30,5.2717029
109465.7,6026.70,2.2049118
109480.4,6027.10,2.56438454
109488.2,6027.50,2.49703796
109492.6,6027.80,2.51568752
109497.2,6028.20,3.46651027
109509.4,6028.60,2.81499002
109523.6,6029.00,2.94682406
109532.6,6029.40,4.13569581
109540.5,6029.70,3.67407778
109551.5,6030.10,3.76573303
109554.7,6030.50,3.74118164
109561.8,6030.90,3.26194164
109577.4,6031.30,3.44118164
109584.4,6031.60,3.8274649
109592.5,6032.00,3.33987223
109598.5,6032.40,3.41507794
109613.8,6032.80,2.87154696
109620,6033.10,2.67407778
109628.9,6033.50,1.75353371
109637.1,6033.90,1.96260984
109644.5,6034.30,1.87933984
109649.5,6034.70,1.80795621
109654.9,6035.00,1.68613662
109666.6,6035.40,1.87525216
109669.5,6035.80,1.99619271
109677.7,6036.20,1.86260984
109694.2,6036.60,2.0780093
109704.6,6036.90,2.0780093
109712.1,6037.30,2.16651027
109721.7,6037.70,2.48623372
109733.4,6038.10,1.57525216
109737.1,6038.40,2.00359091
109748.8,6038.80,2.48353609
109758.1,6039.20,2.56194164
109767.4,6039.60,2.32282076
109775.5,6040.00,2.40271133
109781.3,6040.30,2.30271133
109791,6040.70,2.34796145
109797.4,6041.10,2.58239366
109805.8,6041.50,2.4008305
109811.3,6041.90,2.41340558
109819.1,6042.20,2.52679283
109832.7,6042.60,2.84017967
109844.5,6043.00,2.96008284
109855.1,6043.40,2.82693889
109857.3,6043.70,2.76106899
109869.2,6044.10,3.02693889
109878.6,6044.50,3.38553133
109888.4,6044.90,2.55396252
109899.4,6045.30,2.59237414
109906.3,6045.60,2.47954892
109922.6,6046.00,2.32846118
109927.5,6046.40,2.45396252
109935,6046.80,2.25396252
109946.2,6047.20,2.51528883
109955.3,6047.50,2.51165213
109972.7,6047.90,2.54120124
109984.7,6048.30,2.39036776
109993.2,6048.70,2.40304448
109998,6049.00,2.50304448
110001.7,6049.40,2.49036776
110011.4,6049.80,2.62846118
110022.9,6050.20,2.65396252
110031.7,6050.60,2.65396252
110037.2,6050.90,2.66674507
110048.8,6051.30,2.7210201
110057.9,6051.70,3.11574227
110069.4,6052.10,4.73987223
110079.7,6052.50,5.87098007
110087.9,6052.80,5.91507794
110094.3,6053.20,5.65861167
110104.1,6053.60,5.75344728
110114.6,6054.00,5.83772857
110123,6054.40,5.79840949
110130.7,6054.70,5.72282076
110139.8,6055.10,5.51060516
110148.6,6055.50,5.52282076
110154,6055.90,5.41189147
110166.8,6056.30,5.43772857
110176.4,6056.60,3.9998625
110181.9,6057.00,3.63577988
110192.3,6057.40,3.69554468
110206.9,6057.80,3.47041827
110216.4,6058.20,2.71261639
110225.6,6058.50,2.83987223
110235.5,6058.90,3.21165213
110242.9,6059.30,3.60052429
110250.4,6059.70,2.63505537
110258.9,6060.00,2.53772857
110267.1,6060.40,1.84121697
110275.4,6060.80,1.53474456
110285.8,6061.20,1.82378402
110294.4,6061.60,1.41261639
110305.1,6061.90,1.28353609
110315.9,6062.30,1.61528883
110325.5,6062.70,1.09595878
110335.6,6063.10,1.12893605
110340.5,6063.50,2.57626226
110345.7,6063.80,3.07419861
110354.1,6064.20,3.87419861
110365.3,6064.60,4.42453098
110374.9,6065.00,4.42181238
110381.7,6065.40,3.75344728
110388.1,6065.70,4.12453098
110400.3,6066.10,4.39036776
110408.9,6066.50,4.05246348
110420.3,6066.90,4.25363559
110430,6067.30,3.85852156
110438.5,6067.60,3.8210201
110451.7,6068.00,3.490365
110464.2,6068.40,4.26874173
110473.4,6068.80,3.55344728
110481,6069.20,3.80004101
110488.6,6069.50,3.11340558
110496.6,6069.90,2.64805419
110510.4,6070.30,2.79584142
110520.1,6070.70,2.66041028
110531,6071.10,3.01746363
110541.1,6071.40,2.35511311
110552.3,6071.80,2.65285166
110566.1,6072.20,1.77626226
110568.3,6072.60,2.53189072
110576.3,6073.00,2.16874173
110579.1,6073.30,2.59584142
110588,6073.70,1.86008284
110598.7,6074.10,3.09449227
110609.2,6074.50,1.25035334
110619.1,6074.90,2.45576088
110628.7,6075.20,2.63025769
110640,6075.60,0.129478445
110650.4,6076.00,2.02792553
110658.4,6076.40,2.02792553
110665.6,6076.80,2.04150772
110668.8,6077.10,1.95363559
110677.4,6077.50,2.20291536
110691.4,6077.90,2.18239366
110698,6078.30,2.60440494
110701.4,6078.60,2.61746363
110713.4,6079.00,2.67532326
110723.8,6079.40,2.74394228
110734.6,6079.80,2.7842921
110741.2,6080.20,2.89932266
110744.6,6080.50,2.75387518
110757.9,6080.90,2.65876623
110772.8,6081.30,2.36082048
110779.9,6081.70,2.14805419
110786.9,6082.10,1.77337969
110795,6082.40,1.97382759
110806.8,6082.80,2.21372045
110817.1,6083.20,1.77098007
110830.4,6083.60,1.1780093
110840.7,6084.00,1.47649445
110853.1,6084.30,0.85050828
110864.8,6084.70,0.461583246
110875.9,6085.10,1.06684654
110886.8,6085.50,1.20216309
110897.8,6085.90,1.1635143
110907.6,6086.20,0.028350054
110926.4,6087.00,0.783410065
110933.3,6087.40,1.37649445
110944.5,6087.80,0.840308888
110947.9,6088.10,0.901449813
110958.8,6088.50,1.04686498
110969.2,6088.90,1.16651027
110979,6089.30,1.66573303
110986.6,6089.60,1.94120124
110993.1,6090.00,2.36008284
110999,6090.40,2.44150772
111010.9,6090.80,2.24411713
111021.4,6091.20,2.51809475
111027.8,6091.50,1.55396252
111040.9,6091.90,1.94680845
111051.5,6092.30,3.01481714
111065.1,6092.70,1.28150723
111078.2,6093.10,0.528621334
111089.8,6093.40,0.836603628
111099.6,6093.80,1.19282972
111113.7,6094.20,1.63188228
111123.6,6094.60,0.926552617
111134.6,6094.90,2.39595878
111140.2,6095.30,2.07803892
111152.4,6095.70,1.31261639
111159.6,6096.10,1.34982526
111172.1,6096.50,1.98669906
111180.9,6096.80,1.64020282
111191.7,6097.20,0.81528883
111201.4,6097.60,1.08985139
111208.4,6098.00,1.24634298
111216.7,6098.30,1.75876623
111228.8,6098.70,2.74881905
111245.7,6099.10,2.14545081
111255.1,6099.50,1.91809475
111265.9,6099.90,2.32429707
111274,6100.20,2.51809475
111285.4,6100.60,2.81898395
111293,6101.00,3.02914437
111304,6101.40,2.89587007
111315.2,6101.80,3.20440494
111326.1,6102.10,3.25876623
111333.8,6102.50,6.63697422
111345.3,6102.90,0.192459899
111357.6,6103.30,-0.014468669
111367.5,6103.60,0.582393661
111380.2,6104.00,2.66526206
111391.8,6104.40,3.290195
111400,6104.80,2.77619362
111409,6105.20,2.62914437
111410.4,6105.50,3.54792661
111429.1,6105.90,4.54154218
111439.5,6106.30,4.15409559
111446,6106.70,5.37655574
111453.9,6107.00,5.4384895
111466.5,6107.40,5.09452727
111475.9,6107.80,4.9021973
111480.5,6108.20,4.40275518
111491.6,6108.60,4.50549559
111501,6108.90,2.50571195
111507.3,6109.30,2.83133354
111513.5,6109.70,3.1397306
111525.4,6110.10,2.86184928
111530.7,6110.40,2.75510843
111539.7,6110.80,3.02372812
111553.3,6111.20,2.86130326
111565,6111.60,2.65876623
111571.8,6112.00,2.49587007
111580,6112.30,2.2717029
111593.7,6112.70,2.38553133
111601.7,6113.10,2.41340558
111610.4,6113.50,2.62693889
111617,6113.90,2.29237414
111623.7,6114.20,2.65396252
111635.7,6114.60,2.66674507
111648,6115.00,2.70304448
111654.4,6115.40,2.77771205
111660.9,6115.70,2.82453098
111674.1,6116.10,2.88735036
111686,6116.50,2.07098007
111696.7,6116.90,2.27954892
111703.9,6117.30,2.19237414
111710.9,6117.60,1.72282076
111716.8,6118.00,2.46874173
111727.6,6118.40,3.41481714
111741.7,6118.80,3.20090424
111754.1,6119.10,3.1614693
111762,6119.50,3.20704608
111774.1,6119.90,3.41024983
111783.1,6120.30,3.11029531
111792.9,6120.70,2.90704608
111800.4,6121.00,3.21029531
111812.6,6121.40,3.22644169
111823.6,6121.80,2.59954107
111834.5,6122.20,2.74545081
111843.6,6122.60,2.74545081
111851.2,6122.90,2.31025951
111860.3,6123.30,2.41025951
111873.5,6123.70,2.18553133
111887.1,6124.10,2.0008305
111896,6124.40,1.84796145
111909.7,6124.80,1.72453098
111928.3,6125.20,1.98735036
111938.2,6125.60,1.91372045
111949.5,6126.00,1.9805697
111955,6126.30,2.34108328
112107.9,6132.40,2.68490627
112115,6132.80,2.90090424
112124,6133.10,3.20571195
112130.8,6133.50,4.98449925
112148.9,6133.90,2.44738938
112156.4,6134.30,0.984980841
112162,6134.70,0.318891415
112170.1,6135.00,0.257298704
112181.1,6135.40,0.264384536
112194.5,6135.80,0.484980841
112208,6136.20,-0.00723929
112222.5,6136.60,0.407422222
112227.4,6136.90,0.218891415
112236.8,6137.30,0.961941645
112249,6137.70,0.795544679
112260.3,6138.10,1.05876778
112270.8,6138.40,0.853962524
112285.3,6138.80,0.734875927
112292.7,6139.20,0.800041008
112302.8,6139.60,-0.141388328
112312.3,6140.00,-0.011830882
112320.5,6140.30,0.727464896
112331.6,6140.70,0.883459125
112341.9,6141.10,1.07771205
112355.2,6141.50,0.571546957
112365.8,6141.80,0.661941645
112380.5,6142.20,0.212616389
112389,6142.60,0.323784024
112398.5,6143.00,-0.868192545
112406.5,6143.40,-0.40723929
112414.4,6143.70,0.078009299
112419,6144.10,0.502711329
112428.8,6144.50,1.81E-05
112443.1,6144.90,-0.376371048
112453.4,6145.30,-0.905671912
112458.1,6145.60,0.023784024
112464.5,6146.00,0.421020095
112474.1,6146.40,0.527464896
112486.9,6146.80,0.470980067
112494.3,6147.10,0.658521561
112502.1,6147.50,-0.595088204
112510.4,6147.90,0.379548923
112517.2,6148.30,0.383459125
112529.2,6148.70,-0.200137501
112534.7,6149.00,0.408479091
112543.6,6149.40,0.778038918
112554.4,6149.80,0.358611672
112564.5,6150.20,-0.367160985
112569.2,6150.50,-0.528025201
112579.7,6150.90,-0.281108585
112591.7,6151.30,0.790365003
112603.8,6151.70,0.034744559
112614.1,6152.10,0.389526634
112621.3,6152.40,0.214990024
112630.8,6152.80,0.878038918
112638.5,6153.20,1.190365
112643.9,6153.60,0.434744559
112658.8,6154.00,0.4903862
112663.5,6154.30,0.182173414
112676,6154.70,0.878009299
112684.9,6155.10,0.849295955
112690.6,6155.50,1.05861167
112703.2,6155.80,0.318987494
112712.9,6156.20,0.718669408
112723.8,6156.60,0.601449813
112736.2,6157.00,0.535326094
112749.4,6157.40,3.81477062
112758,6157.70,0.853533707
112766.8,6158.10,0.261974367
112779.1,6158.50,-0.281012506
112790.3,6158.90,-0.256951221
112795.3,6159.20,-0.159189444
112804,6159.60,-0.038952763
112811,6160.00,-0.153330404
112824.4,6160.40,-0.048718816
112835.2,6160.80,0.194152658
112840.8,6161.10,0.182173414
112846.7,6161.50,-0.096635808
112858.5,6161.90,-0.21760564
112869.5,6162.30,-0.227316019
112881.6,6162.70,-0.084312481
112891.2,6163.00,-0.005847342
112899.4,6163.40,-0.117826586
112914.6,6163.80,0.082173414
112921.9,6164.20,0.275252162
112929.5,6164.50,0.507422222
112941.7,6164.90,0.599862499
112954,6165.30,0.026407206
112966.2,6165.70,-0.517826586
112971.6,6166.10,0.465733027
112975.1,6166.40,0.282243891
112980.7,6166.80,-1.26716099
112987.9,6167.20,-0.641388328
112997.9,6167.60,-0.297288671
113001.7,6167.90,-0.084257726
113010.9,6168.30,-1.21658993
113018.2,6168.70,0.640202817
113024.8,6169.10,0.541181639
113031.1,6169.50,1.40004101
113035.8,6169.80,1.35035334
113050,6170.20,0.746824055
113059.4,6170.60,1.02846118
113069.1,6171.00,1.69606894
113081.1,6171.40,1.47419861
113087.6,6171.70,2.20440494
113102.8,6172.10,3.8776542
113116.2,6172.50,2.83025769
113126.8,6172.90,2.46287438
113133.6,6173.20,3.09408718
113150.7,6173.60,2.66130326
113159.3,6174.00,1.66201404
113167.7,6174.40,4.30845172
113180.5,6174.80,2.96901754
113187.8,6175.10,2.82297044
113195.5,6175.50,3.36595843
113201.6,6175.90,-0.468117717
113217.8,6176.30,-0.011830882
113223.1,6176.70,0.558521561
113232.1,6177.00,1.48150565
113238.2,6177.40,1.59587007
113247.6,6177.80,0.433581846
113260.9,6178.20,1.1139839
113264.9,6178.50,0.4635143
113273.4,6178.90,0.322644534
113278.9,6179.30,0.513983899
113289.9,6179.70,1.56194164
113301.2,6180.10,1.2241889
113308.3,6180.40,0.601449813
113319.6,6180.80,0.261571002
113327.3,6181.20,0.097224972
113331.7,6181.60,-0.258281928
113340.4,6181.90,-0.453330404
113351.6,6182.30,-0.316589935
113364.9,6182.70,-0.153696147
113376.9,6183.10,0.559017451
113389.8,6183.50,0.142699635
113393.9,6183.80,-0.013863376
113409.1,6184.20,1.12453098
113419.8,6184.60,1.91005691
113427,6185.00,1.28735036
113438.3,6185.40,-0.098550187
113441,6185.70,-0.224747838
113445.5,6186.10,-0.259395605
113450.8,6186.50,0.114990024
113463.2,6186.90,0.447626859
113468,6187.20,0.323784024
113477.5,6187.60,0.499862499
113487.7,6188.00,0.570418269
113497.5,6188.40,0.337842502
113504.1,6188.80,0.571546957
113511.2,6189.10,0.646824055
113522.7,6189.50,0.774077782
113532.3,6189.90,0.647389384
113541.6,6190.30,0.135326094
113550.8,6190.60,0.412530717
113563.3,6191.00,0.015687519
113571.8,6191.40,0.146303853
113580.5,6191.80,0.112530717
113589.9,6192.20,0.257298704
113595.1,6192.50,0.568310685
113604.7,6192.90,-0.018492769
113613.4,6193.30,1.4780093
113621.2,6193.70,1.96651027
113627.5,6194.10,0.918891415
113634.4,6194.40,0.899862499
113648.3,6194.80,1.36260984
113654.5,6195.20,1.06158325
113663.6,6195.60,1.04304878
113670.4,6195.90,2.10742222
113684.9,6196.30,2.90795621
113692.8,6196.70,3.09276071
113701.3,6197.10,3.74304878
113709.1,6197.50,2.81898749
113716.4,6197.80,1.29723508
113730,6198.20,1.57160227
113736.6,6198.60,1.69432809
113747,6199.00,2.761571
113760.4,6199.40,4.28239436
113766.1,6199.70,3.96684654
113775.6,6200.10,3.68150723
113786.6,6200.50,3.02700742
113792.6,6200.90,2.22220095
113798.9,6201.20,2.761571
113812,6201.60,2.33661821
113819.6,6202.00,1.83681348
113829.5,6202.40,1.92369263
113840.1,6202.80,2.33639503
113850.8,6203.20,2.89149136
113863.8,6203.60,2.40304129
113871.1,6204.00,2.22862133
113888.5,6204.40,1.94701299
113896.4,6204.80,1.99581766
113905.5,6205.20,1.53103212
113916.5,6205.60,0.854653684
113923.4,6206.00,0.362747144
113926.6,6206.40,-0.041164546
113932.7,6206.90,0.084499247
113941.7,6207.30,0.984882166
113952.4,6207.70,1.95675055
113959.7,6208.10,1.62191144
113971.7,6208.50,1.21651653
113982.5,6208.90,0.828621334
113989.6,6209.30,2.48488217
113999.8,6209.70,2.31748029
114009.8,6210.10,0.117920551
114020,6210.50,0.03103212
114030,6210.90,0.975252162
114042.1,6211.30,-1.11721657
114050.4,6211.70,-0.864843062
114060.2,6212.10,0.084882166
114069.9,6212.50,1.85876778
114081.1,6212.90,1.47041827
114085.5,6213.30,0.620112735
114094.9,6213.70,2.01060516
114106.6,6214.10,1.5241889
114120.4,6214.50,30.3040383
114133.3,6214.90,16.5217669
114145.3,6215.30,4.77419861
114155.9,6215.70,2.14118164
114166.4,6216.10,0.803280921
114180.5,6216.60,1.41261639
114190.3,6217.00,1.51866941
114203.2,6217.40,3.02453098
114210.2,6217.80,2.28084674
114219.1,6218.20,2.33188228
114228,6218.60,1.52700742
114237.1,6219.00,2.33577988
114250,6219.40,2.0998625
114256.4,6219.80,2.7210201
114265.7,6220.20,2.74616439
114276.7,6220.60,2.95035334
114286.3,6221.00,2.84120124
114293.9,6221.40,3.36008284
114297.9,6221.80,3.46106899
114303.7,6222.20,4.58150565
114317,6222.60,2.81189147
114323.8,6223.00,3.17407778
114330.3,6223.40,3.72846118
114337.7,6223.80,4.87078208
114347.8,6224.20,3.1274649
114357.4,6224.60,3.67954892
114362.1,6225.00,3.08084674
114372.4,6225.40,3.74982526
114389.3,6225.90,4.18353609
114395,6226.30,3.74738938
114402.8,6226.70,3.84982526
114416.2,6227.10,3.75344728
114418.5,6227.50,3.45344728
114427.6,6227.90,3.29554468
114441.8,6228.30,2.69415266
114456.7,6228.70,2.39432809
114470.9,6229.10,3.24682406
114482.3,6229.50,3.25901745
114488.2,6229.90,3.18498084
114497.8,6230.30,3.53569581
114506.9,6230.70,3.31157464
114517.9,6231.10,3.74762686
114526.2,6231.50,3.69554468
114537.8,6231.90,3.87771205
114540.4,6232.30,2.39276071
114547.5,6232.70,4.15852156
114557.2,6233.10,4.67771205
114567.3,6233.50,4.05852156
114575.7,6233.90,4.24616439
114582.7,6234.30,4.10847909
114592.4,6234.70,3.1406044
114604.3,6235.10,4.67803892
114613.9,6235.60,4.71359413
114624.4,6236.00,7.76184928
114631.6,6236.40,6.05901745
114638.7,6236.80,5.87803892
114645.1,6237.20,5.96106899
114653.3,6237.60,5.74982526
114655.9,6238.00,5.94118164
114665.6,6238.40,5.37771205
114679.6,6238.80,5.24118164
114690.5,6239.20,5.48345913
114695.8,6239.60,5.37954892
114698,6240.00,5.38924931
114707.2,6240.40,5.30225815
114716.7,6240.80,5.07771205
114728.6,6241.20,5.72565155
114737.4,6241.60,6.06194164
114748.5,6242.00,6.39879478
114760.2,6242.40,3.76831069
114769.4,6242.80,4.54150772
114781.3,6243.20,4.11809475
114790.5,6243.60,3.62715944
114799.2,6244.00,3.71325955
114805.1,6244.40,4.13189072
114817.8,6244.90,2.31662577
114828.3,6245.30,3.82644169
114836.1,6245.70,2.15363559
114848.2,6246.10,2.04120124
114856.2,6246.50,1.71261639
114865,6246.90,1.31929985
114871.9,6247.30,1.46104724
114884.6,6247.70,1.32655262
114896.9,6248.10,1.14587478
114901.7,6248.50,1.13582786
114908.1,6248.90,0.985993864
114912.5,6249.30,1.212979
114930.1,6249.70,1.80428633
114936.6,6250.10,1.54608356
114949.7,6250.50,2.2274649
114961.8,6250.90,2.00359091
114968.4,6251.30,3.21359413
114978.9,6251.70,2.84738938
114985.7,6252.10,2.83577988
114997.3,6252.50,2.64738938
115008.7,6252.90,3.63487593
115015.7,6253.30,3.01060516
115025.5,6253.70,2.80001809
115032.8,6254.10,2.29703796
115045.8,6254.60,1.94081056
115055.2,6255.00,2.05050828
115061.8,6255.40,2.46260984
115073.1,6255.80,2.44686498
115085.2,6256.20,2.94982526
115094.6,6256.60,3.20225815
115112.6,6257.00,3.04120124
115117.7,6257.40,3.61325955
115128.1,6257.80,3.29606894
115138.2,6258.20,3.04150772
115147.7,6258.60,2.86874173
115153.1,6259.00,2.79606894
115163.1,6259.40,2.4008305
115169.6,6259.80,2.17337969
115178.7,6260.20,2.31662577
115193.8,6260.60,2.65876623
115203.5,6261.00,2.14411713
115205.3,6261.40,2.49954107
115212.1,6261.80,1.78985139
115217.3,6262.20,1.42715944
115221.4,6262.60,1.72914437
115226.4,6263.00,2.07871755
115234.9,6263.40,2.68954167
115240.9,6263.90,2.63133354
115251.6,6264.30,3.18145653
115257.2,6264.70,3.76459067
115266.8,6265.10,2.38954167
115271.3,6265.50,2.433807
115281.1,6265.90,3.42501458
115285.9,6266.30,4.45354909
115289.3,6266.70,3.42189137
115292.2,6267.10,3.12928297
115300.7,6267.50,3.92227923
115306.8,6267.90,3.93546325
115316.1,6268.30,2.10048871
115326.2,6268.70,2.5921426
115337.3,6269.10,3.27655574
115344.7,6269.50,3.1021973
115350.9,6269.90,2.87259023
115360.1,6270.30,3.56958979
115487.6,6278.00,3.7971609
115498.9,6278.40,4.11591062
115507.4,6278.80,3.98215349
115514.9,6279.20,4.14239938
115523,6279.60,3.58525484
115531.2,6280.00,2.89887454
115536.8,6280.40,2.61477062
115542.9,6280.80,5.05354909
115549.9,6281.20,4.06988981
115555,6281.60,4.14715938
115566.9,6282.00,3.05623448
115579.3,6282.40,5.00298996
115719.5,6289.70,5.14239938
115727,6290.10,5.19242587
115733.4,6290.50,5.32189137
115738.2,6290.90,4.55409559
115745,6291.30,4.0907194
115754,6291.70,4.2921426
115762.7,6292.10,4.2907194
115770.7,6292.50,3.81632467
115781.4,6292.90,3.86009104
115783.9,6293.30,3.84671662
115792.9,6293.70,3.29408718
115803.8,6294.10,2.81481714
115817.2,6294.50,2.71025951
115827.3,6294.90,2.31372045
115836.2,6295.40,2.0210201
115843.3,6295.80,1.71866941
115853.2,6296.20,1.78613662
115863.4,6296.60,0.368066469
115869.2,6297.00,0.901490296
115875.9,6297.40,1.22191144
115885.8,6297.80,1.78150723
115892.7,6298.20,1.7553682
115903,6298.60,31.982999
115913.2,6299.00,35.3775586
115921.4,6299.40,17.2874123
115929.3,6299.80,0.403323047
115939.7,6300.20,-0.596028618
115945.8,6300.60,-0.938368032
115949.1,6301.00,0.814009672
115949.8,6301.40,0.46109992
115959.5,6301.80,0.776387103
115967.8,6302.20,1.41374799
115974.5,6302.60,1.72640721
115983.5,6303.00,1.16104724
115994.4,6303.40,1.0049118
116007.7,6303.80,1.5722575
116010.8,6304.20,1.3139839
116018.9,6304.60,0.941428838
116027.7,6305.00,1.90795621
116033.4,6305.40,1.57160227
116041.7,6305.80,1.22773987
116053.2,6306.20,0.826857625
116060.7,6306.60,1.72362895
116072.9,6307.10,0.74326508
116077.8,6307.50,1.51889142
116090.2,6307.90,0.997224972
116098.5,6308.30,1.7378425
116103.7,6308.70,2.25958764
116112.1,6309.10,2.37721702
116120.8,6309.50,2.52834141
116125.8,6309.90,2.50225815
116133.1,6310.30,2.58735036
116141.4,6310.70,1.76194164
116148.2,6311.10,2.50759561
116157,6311.50,1.06438454
116166,6311.90,1.97139206
116167.3,6312.30,2.35344284
116178,6312.70,0.937842502
116186.3,6313.10,1.790365
116191,6313.50,1.16076761
116201.6,6313.90,1.14121697
116209.3,6314.30,2.38003656
116217.9,6314.70,2.10522077
116224.5,6315.10,2.58239366
116233.5,6315.50,1.8523
116242,6315.90,2.58003656
116247.9,6316.30,1.89554468
116256.9,6316.70,3.73113315
116265,6317.10,4.2419866
116275,6317.50,3.18553133
116285.7,6317.90,2.32846118
116294.7,6318.40,4.10239024
116297.6,6318.80,2.32834141
116309.1,6319.20,2.4805697
116321.1,6319.60,1.11889142
116330,6320.00,2.18403728
116338.1,6320.40,3.40699619
116347,6320.80,1.54738938
116355.4,6321.20,2.36329695
116361.3,6321.60,1.5241889
116366.2,6322.00,1.69408858
116375.8,6322.40,1.88224389
116383.2,6322.80,2.38403728
116392.2,6323.20,2.47954892
116397.1,6323.60,1.57517193
116405.6,6324.00,2.39595878
116412.9,6324.40,2.08232945
116418.9,6324.80,2.47803892
116425.8,6325.20,1.09432809
116434.7,6325.60,0.72374722
116439.2,6326.00,2.79670349
116446.2,6326.40,2.51261639
116452.1,6326.80,3.33097848
116462,6327.20,2.66474825
116471.9,6327.60,2.52282076
116476.4,6328.00,2.68403728
116487.7,6328.40,1.77517193
116499.1,6328.80,2.47721702
116506.5,6329.20,1.90571622
116513.4,6329.60,2.10271133
116524.3,6330.10,2.79606894
116532,6330.50,1.62282076
116541,6330.90,1.4523
116546.9,6331.30,1.43987223
116555.7,6331.70,1.44731195
116564.8,6332.10,1.90522077
116567.6,6332.50,2.31372045
116573.1,6332.90,4.74093679
116584,6333.30,4.23113315
116595.3,6333.70,5.90090424
116599.5,6334.10,5.55876778
116606.7,6334.50,4.74738938
116615.9,6334.90,4.01374799
116622.2,6335.30,4.30359091
116635.9,6335.70,5.37721702
116639.2,6336.10,5.00595238
116645,6336.50,5.27803892
116647.5,6336.90,5.88403728
116651.4,6337.30,5.22993431
116663.6,6337.70,5.65396252
116674.6,6338.10,5.38924931
116685.6,6338.50,5.55451246
116695.7,6338.90,5.52693889
116705.9,6339.30,5.65344284
116716.7,6339.70,5.22282076
116724.7,6340.10,6.31325955
116733.3,6340.50,6.04108328
116744.9,6340.90,5.88299897
116751.1,6341.40,5.82114312
116760,6341.80,4.35179914
116768.1,6342.20,5.58003656
116775.4,6342.60,3.91499002
116781.8,6343.00,5.25511311
116791.3,6343.40,4.35035334
116798.1,6343.80,4.25876778
116810,6344.20,4.51528883
116819.9,6344.60,4.50225815
116828.2,6345.00,6.24929595
116831.8,6345.40,6.56383574
116842.3,6345.80,6.32993431
116853,6346.20,6.04587758
