AgeCal (Valero-Garces et al 2019),Composite depth (cm),MS
49136,2481.80,6.67686767
49140.9,2482.30,6.22429707
49147,2482.80,9.08915259
49156.1,2483.30,9.42656945
49159.5,2483.70,9.01041781
49167.4,2484.20,9.42656945
49174.9,2484.70,9.20761236
49187.1,2485.20,10.4013154
49194.2,2485.70,8.92274455
49198.9,2486.10,8.77239042
49207.5,2486.60,9.28365498
49214.5,2487.10,8.9921426
49226.7,2487.60,8.02939455
49236.3,2488.10,7.68869085
49245.5,2488.60,7.13053876
49251.5,2489.00,4.01662577
49251.9,2489.50,7.67655574
49331.4,2494.70,8.46255782
49330.3,2495.20,9.36958979
49337.2,2495.70,10.1962461
49344,2496.20,10.3231207
49345,2496.70,10.3217669
49348.7,2497.20,11.1229058
49355.3,2497.80,11.6553044
49361,2498.30,12.3374779
49368.2,2498.80,11.3229058
49372.7,2499.30,11.7395908
49382,2499.80,10.3948874
49386.2,2500.30,11.2707317
49396.6,2500.90,11.8498487
49400.8,2501.40,9.8506633
49404.7,2501.90,10.4488464
49412,2502.40,11.6003283
49417,2502.90,11.8022727
49420.5,2503.40,12.5323839
49432.5,2504.00,12.665778
49435.9,2504.50,12.3795521
49443.6,2505.00,14.1242163
49450,2505.50,13.4778184
49452.6,2506.00,12.7795521
49460.1,2506.60,12.232262
49461.8,2507.10,11.3281425
49468,2507.60,11.6795521
49473.4,2508.10,11.6320587
49479.7,2508.60,10.8265694
49485.6,2509.10,11.1106954
49494.9,2509.70,11.9423994
49499,2510.20,10.6723904
49504.9,2510.70,8.98869085
49509.3,2511.20,9.34256027
49519.7,2511.70,11.2860134
49527,2512.20,11.2739739
49538.4,2512.80,11.5471594
49546,2513.30,11.3698048
49555.2,2513.80,11.3886908
49561,2514.30,10.4509542
49568.3,2514.80,9.88198266
49577.3,2515.30,11.1133084
49585.8,2515.90,8.82372812
49590.3,2516.40,10.9334152
49601,2516.90,9.45183815
49609.2,2517.40,10.0819827
49618.3,2517.90,10.7741178
49626.4,2518.40,8.9907194
49634.5,2519.00,6.41796477
49644.7,2519.50,6.41760803
49654.6,2520.00,4.79954107
49666.5,2520.50,7.81796477
49673,2521.00,9.71757381
49687.1,2521.60,11.4084517
49695,2522.10,10.4698048
49700.3,2522.60,9.13053876
49707.6,2523.10,9.21602236
49715,2523.60,9.2834349
49721.6,2524.10,10.8907194
49731.9,2524.70,12.1488464
49740.1,2525.20,12.7962461
49748.9,2525.70,12.2625578
49752.5,2526.20,11.1076124
49759.5,2526.70,7.01024983
49772.7,2527.20,7.20509609
49783.5,2527.80,6.49242915
49788.7,2528.30,6.00332305
49794.8,2528.80,5.66553446
49806.2,2529.30,5.6934791
49818.1,2529.80,5.91887667
49829.3,2530.30,6.88708371
49839,2530.90,7.28150723
49850.4,2531.40,6.99149136
49859,2531.90,7.38150723
49868.7,2532.40,7.17153787
49875.8,2532.90,7.26158325
49886.2,2533.40,7.53180746
49898.9,2534.00,7.34624296
49907.2,2534.50,7.02692891
49912.3,2535.00,7.38488217
49922.8,2535.50,7.41651653
49927.5,2536.00,6.40230129
49936,2536.60,5.83283901
49944.8,2537.10,4.67160227
49953.2,2537.60,4.98404138
49957.8,2538.10,5.65327386
49969.5,2538.60,5.97377013
49977.2,2539.10,6.07377013
49985.2,2539.70,4.92011274
49995.1,2540.20,4.461571
50001.5,2540.70,4.45118293
50006,2541.20,4.44081056
50008.4,2541.70,4.42011274
50015.4,2542.20,4.44304878
50026.8,2542.80,4.63283901
50035.2,2543.30,4.62264453
50043.4,2543.80,4.6635143
50051.6,2544.30,4.85327386
50064.8,2544.80,4.82264453
50071.1,2545.30,4.74304878
50079.5,2545.90,4.63283901
50089.6,2546.40,4.3635143
50093.5,2546.90,4.45327386
50105.2,2547.40,4.6635143
50113.8,2547.90,4.6635143
50126,2548.40,4.47377013
50136.1,2549.00,4.48404138
50142.8,2549.50,4.49947725
50257.8,2556.00,4.70978722
50268.5,2556.50,4.90978722
50280,2557.00,4.75118293
50289.6,2557.60,4.7719748
50297.6,2558.10,4.74081056
50306.8,2558.60,4.7719748
50315.9,2559.10,4.75118293
50322.6,2559.60,4.71898749
50334.5,2560.10,4.62947845
50344.9,2560.70,4.40867202
50347.1,2561.20,4.47268398
50358.3,2561.70,4.31029758
50367.7,2562.20,4.34269964
50375.1,2562.70,4.43188228
50384.5,2563.20,4.27525216
50398.5,2563.80,4.32436539
50411.4,2564.30,3.88239436
50420.2,2564.80,4.11029758
50428.4,2565.30,4.46438454
50435.6,2565.80,4.47525216
50439,2566.30,4.36197437
50449.5,2566.90,4.01898749
50459.6,2567.40,3.78239436
50469.1,2567.90,3.90851247
50478.1,2568.40,3.78239436
50487.1,2568.90,4.02994396
50495.1,2569.40,4.01898749
50507.1,2570.00,4.41898749
50510,2570.50,4.88708371
50522.5,2571.00,5.25675055
50530.3,2571.50,5.13283901
50538.5,2572.00,5.05164332
50547.8,2572.60,5.38404138
50558.9,2573.10,4.66274714
50565.9,2573.60,5.1124653
50573.5,2574.10,5.2124653
50583.2,2574.60,4.98404138
50592.1,2575.10,4.40978722
50598.7,2575.70,4.28239436
50609.6,2576.20,3.95675055
50619.1,2576.70,4.34081056
50627.8,2577.20,4.48498084
50638.2,2577.70,3.34171807
50648.9,2578.20,3.62918458
50657.3,2578.80,4.34269964
50663.1,2579.30,4.27160227
50674.8,2579.80,3.3939044
50686.9,2580.30,4.22918458
50692.5,2580.80,4.09276071
50701.6,2581.30,4.12947845
50713.5,2581.90,3.89703796
50723.7,2582.40,4.08816912
50730.4,2582.90,4.78345913
50739,2583.40,4.75145063
50747.2,2583.90,4.58217341
50755.1,2584.40,4.01887667
50764.6,2585.00,3.94624296
50774.1,2585.50,3.89457718
50781.3,2586.00,4.35050828
50792.7,2586.50,3.29918446
50799.6,2587.00,3.95050828
50805.1,2587.60,3.27520127
50810.5,2588.10,3.75050828
50816,2588.60,3.76104724
50824.8,2589.10,3.75128118
50832.5,2589.60,3.78341007
50841.7,2590.10,3.99220983
50856.8,2590.70,4.1572987
50870.9,2591.20,3.28084674
50878.8,2591.70,4.50359091
50886,2592.20,4.08613662
50898.2,2592.70,3.75353371
50910,2593.20,4.1049118
50924.4,2593.80,4.36197437
50928.7,2594.30,4.27268398
50935.5,2594.80,4.29703796
50940.5,2595.30,4.03045384
50946.8,2595.80,3.55327386
50959.3,2596.30,3.59432809
50967.1,2596.90,3.6406044
50976.5,2597.40,3.75353371
50982.4,2597.90,3.96831069
50996.7,2598.40,4.64269964
51000.2,2598.90,5.09619271
51009.8,2599.40,5.0378425
51022.1,2600.00,4.22011274
51030.2,2600.50,5.02993431
51038.6,2601.00,5.23505537
51045.8,2601.50,4.94686498
51054.3,2602.00,4.77933984
51062.4,2602.60,4.60144981
51069.4,2603.10,4.5406044
51077.1,2603.60,4.04815348
51088.3,2604.10,4.41929985
51098,2604.60,4.66438454
51105,2605.10,4.37268398
51111.6,2605.70,4.68217341
51120.8,2606.20,4.95050828
51127.3,2606.70,5.21253072
51135.1,2607.20,5.06438454
51143.9,2607.70,4.78239436
51150.6,2608.20,4.62655262
51155.5,2608.80,5.59619271
51162.5,2609.30,4.33661821
51171.6,2609.80,4.40978722
51180.4,2610.30,4.37153787
51190.8,2610.80,5.01898749
51199.9,2611.30,5.06158325
51216.9,2611.90,4.91887667
51225.3,2612.40,5.28239436
51236.3,2612.90,5.38239436
51245.4,2613.40,5.19282972
51254.5,2613.90,5.12191144
51303.7,2617.00,6.59282972
51314.8,2617.60,6.69282972
51323.6,2618.10,6.15118293
51330.1,2618.60,6.19282972
51338.6,2619.10,6.39432809
51347.3,2619.60,6.14081056
51352.4,2620.20,6.3635143
51365.3,2620.70,6.67695758
51372,2621.20,7.2635143
51379.7,2621.70,7.43283901
51385.8,2622.20,7.57695758
51398.6,2622.80,7.91651653
51404.8,2623.30,7.87153787
51413.5,2623.80,7.25164332
51423.9,2624.30,6.95794102
51432.7,2624.80,6.25794102
51441.3,2625.40,5.9775592
51450.9,2625.90,6.1775592
51457.8,2626.40,6.02191144
51464.7,2626.90,6.39723508
51476.3,2627.40,6.43767486
51482.1,2627.90,7.112979
51500.9,2628.50,7.6553682
51510.3,2629.00,6.56684654
51517.8,2629.50,4.86154248
51524.3,2630.00,5.98358913
51533,2630.50,7.18404138
51545.6,2631.10,6.16109992
51555.9,2631.60,6.06242517
51563.5,2632.10,6.40304129
51575.8,2632.60,4.36507484
51582.7,2633.10,3.45370026
51591.2,2633.70,16.5052208
51599.6,2634.20,28.5848422
51604.1,2634.70,6.46041028
51614.2,2635.20,11.6074222
51623.7,2635.70,10.7408128
51630.7,2636.30,9.86076761
51640.5,2636.80,8.97517193
51648.3,2637.30,8.60359091
51656,2637.80,8.29220983
51664.3,2638.30,8.76076761
51669.1,2638.90,9.4241889
51674.3,2639.40,9.31157464
51680.8,2639.90,8.77066412
51694.2,2640.40,8.60795621
51702.7,2640.90,9.41962039
51716.1,2641.50,9.4274649
51723.4,2642.00,9.69237414
51730.5,2642.50,9.97626226
51739.8,2643.00,8.43157626
51748,2643.50,9.74120124
51754.4,2644.10,9.41808887
51761.6,2644.60,9.25451246
51770.3,2645.10,9.31372045
51779,2645.60,9.45451246
51785.9,2646.10,9.55511311
51792.3,2646.60,9.05511311
51807.2,2647.20,7.34811458
51815.2,2647.70,7.85901745
51823.7,2648.20,9.42914437
51833.9,2648.70,8.97361629
51842.9,2649.20,9.17667775
51848.3,2649.80,10.7070461
51855.4,2650.30,10.753808
51865.5,2650.80,10.8589134
51871.4,2651.30,9.54671662
51880.1,2651.80,8.65380797
51891.4,2652.40,11.8940872
51900.7,2652.90,11.0419866
51912.5,2653.40,8.6670912
51922.1,2653.90,9.82612673
51929.3,2654.40,9.77519331
51938.6,2655.00,8.41600532
51945.4,2655.50,8.76901754
51954.1,2656.00,8.88145653
53054.8,2722.00,7.98120349
53060.7,2722.50,7.77519331
53071.5,2723.10,7.49408718
53077.3,2723.60,8.18145653
53085.8,2724.10,8.41632467
53095.6,2724.70,8.10707801
53101.9,2725.20,7.53940423
53110.6,2725.70,6.2805697
53122,2726.30,6.32792553
53126.7,2726.80,7.78985139
53137.8,2727.30,9.57519331
53145.6,2727.90,10.1659584
53149.2,2728.40,9.88644795
53154.1,2728.90,10.1090826
53165.1,2729.50,12.1449609
53178,2730.00,13.2415422
53186.3,2730.50,13.236006
53196.2,2731.10,7.37300799
53207.6,2731.60,4.48150565
53211.6,2732.10,5.87154696
53220.3,2732.70,12.8414159
53224,2733.20,14.7590175
53232.6,2733.70,16.0264072
53241.6,2734.30,16.6234898
53252.4,2734.80,12.8955447
53257.8,2735.30,12.9321755
53269.2,2735.90,11.5670912
53275.4,2736.40,12.2687417
53285.9,2736.90,13.2823937
53294.8,2737.50,13.8762623
53303.8,2738.00,16.3283414
53309.9,2738.50,18.5670912
53322.6,2739.10,17.6892493
53328.7,2739.60,21.2157423
53337.1,2740.10,17.8795489
53348.2,2740.70,14.4795489
53359.9,2741.20,14.4283414
53364.1,2741.70,15.3959588
53378.1,2742.30,13.1840373
53385.6,2742.80,13.2412012
53388.6,2743.30,13.463297
53401.2,2743.90,12.3412012
53409.1,2744.40,13.4157423
53412.8,2744.90,13.077217
53422.6,2745.50,14.463297
53430.4,2746.00,14.9545125
53439.1,2746.50,14.3152888
53447.3,2747.10,13.9134056
53450.5,2747.60,11.9534428
53452.1,2748.10,12.3283414
53458.3,2748.70,11.7545125
53467.7,2749.20,12.0052208
53473.9,2749.70,11.1667451
53483.7,2750.30,11.3498253
53491.4,2750.80,11.1805697
53502.6,2751.30,9.4719748
53513.7,2751.90,11.5284612
53522.3,2752.40,10.9647482
53526.6,2752.90,7.74391694
53536.9,2753.50,10.7923741
53541,2754.00,10.9647482
53548.1,2754.50,11.2473894
53552,2755.10,12.0350563
53561.3,2755.60,12.2059524
53566.8,2756.10,13.1350563
53579.7,2756.70,12.3468241
53583.2,2757.20,12.6961927
53599.9,2757.70,11.5961927
53611.3,2758.30,10.0683107
53616.5,2758.80,8.812979
53628.3,2759.30,7.68239436
53637.5,2759.90,7.17160227
53643.1,2760.40,7.64081284
53652.7,2760.90,8.53728887
53664.3,2761.50,10.7505083
53677.9,2762.00,7.75168705
53685.3,2762.50,30.0062408
53693.8,2763.10,10.3069962
53700.8,2763.60,10.2958701
53709.1,2764.10,9.40294608
53714.5,2764.70,10.1800366
53724.2,2765.20,9.4274649
53734.4,2765.70,11.5586117
53749,2766.30,12.1498253
53755.8,2766.80,10.1984095
53769.3,2767.30,9.26197437
53780.9,2767.90,10.1821734
53794.7,2768.40,13.2607676
53808.7,2768.90,22.0186694
53817.9,2769.50,17.6074222
53828.2,2770.00,13.7793398
53839.6,2770.50,10.1347299
53853.1,2771.10,9.78613662
53865.4,2771.60,9.03474456
53877.6,2772.10,8.18498084
53888.1,2772.70,7.75128118
53901.1,2773.20,4.54881757
53911.7,2773.70,7.3411332
53922.3,2774.30,8.59497634
53932.7,2774.80,12.1835361
53941.6,2775.30,13.665733
53947.9,2775.90,12.4228208
53962.4,2776.40,12.4350554
53973.1,2776.90,25.7233056
53981.6,2777.50,65.8444517
53993.4,2778.00,21.1299343
54000.4,2778.50,20.6940135
54015.8,2779.10,14.11499
54024.5,2779.60,16.0277399
54031.5,2780.10,28.1115746
54044.5,2780.70,24.6481146
54054.3,2781.20,19.2458776
54066.4,2781.70,42.7517991
54072.9,2782.30,35.1352721
54082.4,2782.80,17.6716023
54091.4,2783.30,20.3821734
54103.4,2783.90,23.7643845
54112.1,2784.40,20.0610472
54119.4,2784.90,23.8991845
54128.9,2785.50,27.6943281
54135.8,2786.00,20.8352721
54140.6,2786.30,12.797225
54145.6,2786.60,11.3635143
54153.8,2787.00,9.053527
54161.3,2787.30,13.514948
54167.8,2787.60,11.6466696
54174.7,2787.90,15.1837935
54180.7,2788.20,33.5039821
54187.7,2788.60,22.5916061
54196.9,2788.90,19.0261267
54203.5,2789.20,17.3587662
54206.7,2789.50,29.5721893
54212.3,2789.80,51.3207455
54221.6,2790.20,44.5535315
54225.6,2790.50,17.2126173
54228.8,2790.80,-1.06808129
54237,2791.10,1.28173495
54245.2,2791.40,8.41770293
54251.2,2791.80,1.60518773
54255.6,2792.10,8.87830958
54259.1,2792.40,6.93665735
54267.3,2792.70,12.6892286
54276,2793.00,12.8792228
54284.9,2793.40,19.7948874
54294.7,2793.70,19.3765557
54299.7,2794.00,19.1799764
54304.6,2794.30,13.8176563
54311.5,2794.60,12.7725902
54318.7,2795.00,9.33719245
54323.3,2795.30,9.97239042
54331.7,2795.60,6.49703796
54339.1,2795.90,10.6062408
54346.1,2796.20,9.7171739
54357.1,2796.60,10.2736163
54366.4,2796.90,11.7264417
54374.2,2797.20,14.0698979
54381.1,2797.50,19.9078418
54388.5,2797.80,13.9023902
54397.3,2798.20,13.2752522
54403.5,2798.50,16.8982378
54412.2,2798.80,17.1239919
54416.7,2799.10,12.8439423
54421.2,2799.40,10.0741986
54428.3,2799.80,10.957875
54434.2,2800.10,8.76874173
54441.1,2800.40,11.1688686
54447.1,2800.70,8.05327386
54454.2,2801.00,13.3690175
54460.6,2801.40,12.5688686
54467.1,2801.70,10.6858298
54471.6,2802.00,10.8518381
54478.3,2802.30,9.50440494
54491,2803.00,9.74821861
54506.7,2803.90,10.9085074
54525.7,2804.90,9.74823221
54537.2,2805.90,8.10571195
54551.4,2806.90,8.68371749
54563,2807.80,7.04792661
54577.3,2808.80,5.35380797
54597.6,2809.80,7.71796477
54615.2,2810.70,6.23856197
54635.9,2811.70,7.77519331
54662.1,2812.70,6.57078208
54676.7,2813.60,8.39814716
54697.5,2814.60,9.82778729
54721.7,2815.60,9.33327874
54741.5,2816.60,11.1795167
54759.7,2817.50,10.5828792
54778.9,2818.50,7.857875
54794.5,2819.50,9.25215908
54812.4,2820.40,10.3592131
54832.9,2821.40,10.3037098
54852,2822.40,8.96819233
54875,2823.40,7.29619271
54897.5,2824.30,4.03472991
54911,2825.30,8.12220724
54935.6,2826.30,9.08449925
54957.8,2827.20,8.76344676
54978.4,2828.20,7.93166027
55002.5,2829.20,6.79918446
55023.3,2830.10,6.42664759
55044.1,2831.10,6.70397138
55063,2832.10,8.79918446
55078.6,2833.10,10.5634468
55095.6,2834.00,6.62369263
55114.6,2835.00,5.86344676
55132.7,2836.00,6.19005588
55152,2836.90,6.34234226
55177.4,2837.90,6.37254363
55192.6,2838.90,8.1763871
55212.9,2839.90,8.00832592
55236.3,2840.80,8.02199924
55258.2,2841.80,7.79918446
55276.3,2842.80,8.0763871
55293.5,2843.70,8.29918446
55312.9,2844.70,7.95820688
55330.5,2845.70,7.93103212
55351.4,2846.60,7.90397138
55370.2,2847.60,8.03518673
55388.9,2848.60,8.87845447
55407.4,2849.60,8.67845447
55423.8,2850.50,8.53084343
55446.1,2851.50,8.37076176
55471.6,2852.50,8.74093443
55491.7,2853.40,8.71787235
55516.7,2854.40,7.93090254
55536,2855.40,8.39595323
55554.9,2856.40,8.41787235
55576.3,2857.30,8.24167056
55594.4,2858.30,7.74167056
55618.2,2859.30,6.6842902
55639.2,2860.20,6.64283127
55657.1,2861.20,7.28796511
55684,2862.20,8.2146739
55704.5,2863.10,6.46103143
55722.2,2864.10,6.10069026
55743.5,2865.10,4.77056042
55767.6,2866.10,5.3337042
55785.9,2867.00,6.74167056
55813.9,2868.00,6.7696348
55826.3,2868.50,6.43808367
55839.7,2869.00,5.34014598
55852.2,2869.50,5.23555132
55862,2870.00,4.55329837
55873.2,2870.50,5.06222523
55883.6,2871.10,5.31330665
55890,2871.60,5.29048354
55904,2872.10,5.29005588
55913.8,2872.60,5.71438774
55926.3,2873.10,5.72220724
55933.7,2873.60,5.95794102
55944.8,2874.10,6.38150723
55955.7,2874.60,7.14163474
55965.6,2875.10,7.46684654
55975.4,2875.60,7.52773987
55981.6,2876.10,7.23794198
55992,2876.60,7.69432809
56003.4,2877.20,7.78404138
56013,2877.70,7.41494803
56025.2,2878.20,7.49282972
56035.6,2878.70,7.92423098
56047,2879.20,7.00463029
56054.9,2879.70,6.20328092
56066.3,2880.20,4.16109992
56075.4,2880.70,4.94594074
56087.4,2881.20,4.63563024
56093.9,2881.70,2.98800761
56108.8,2882.20,4.1903862
56123.5,2882.70,4.59220983
56135.3,2883.30,4.99529218
56142.9,2883.80,4.97066412
56153.1,2884.30,5.12330558
56166.8,2884.80,5.53569581
56173.1,2885.30,5.97721702
56183.5,2885.80,5.11261639
56194.6,2886.30,5.49554468
56205.6,2886.80,6.18353609
56215.1,2887.30,6.06076761
56222.8,2887.80,5.81499002
56234.2,2888.30,5.24121697
56245.9,2888.80,5.33474456
56259.1,2889.40,5.47933984
56268.2,2889.90,5.58613662
56279.5,2890.40,5.29276071
56288,2890.90,4.97695758
56296.8,2891.40,4.88217341
56306.8,2891.90,4.68341007
56316.9,2892.40,4.40336419
56328.8,2892.90,4.85702805
56338.8,2893.40,4.68341007
56344.5,2893.90,4.55327386
56356.3,2894.40,4.29722497
56363,2894.90,4.37377013
56377.6,2895.50,4.28393073
56382.6,2896.00,4.39585665
56392.6,2896.50,4.72220095
56408.7,2897.00,4.93181107
56420.6,2897.50,4.34142884
56430.5,2898.00,4.23181107
56444.6,2898.50,4.0939044
56457.5,2899.00,4.16487531
56468.3,2899.50,4.26104521
56480.7,2900.00,4.04234226
56492.2,2900.50,4.18393073
56506.7,2901.10,4.15061978
56515.1,2901.60,4.30304129
56525.5,2902.10,4.08393073
56536.7,2902.60,4.26487531
56548,2903.10,4.3411332
56555.2,2903.60,4.32220095
56565.3,2904.10,3.93582786
56576.2,2904.60,3.65820688
56585.9,2905.10,5.63987223
56596.7,2905.60,6.2210201
56603.6,2906.10,6.27721702
56610.7,2906.60,5.59220983
56622.6,2907.20,5.40742222
56635.7,2907.70,4.34587758
56644.1,2908.20,3.99415266
56649.4,2908.70,4.49619271
56657.6,2909.20,5.46383574
56666.7,2909.70,6.11253072
56675,2910.20,5.69220983
56687.8,2910.70,5.55179914
56699.6,2911.20,5.37517193
56710.2,2911.70,5.0378425
56718,2912.20,4.59529218
56728.2,2912.70,5.10571622
56738.2,2913.30,5.72330558
56748.5,2913.80,6.54738938
56758.3,2914.30,7.6378425
56771.5,2914.80,7.95251744
56780,2915.30,8.37517193
56797.1,2915.80,8.47517193
56807.3,2916.30,8.63474456
56822.9,2916.80,6.92362895
56834.2,2917.30,6.0903862
56843.5,2917.80,5.21889142
56853.7,2918.30,5.22362895
56862.1,2918.80,5.73728887
56876.1,2919.40,7.68341007
56888.4,2919.90,7.30328092
56899.1,2920.40,4.83728887
56907.3,2920.90,4.36438454
56912.6,2921.40,5.07517193
56927.4,2921.90,5.28498084
56938.5,2922.40,4.40742222
56946.1,2922.90,3.42640721
56954.3,2923.40,4.21962039
56965.1,2923.90,3.63349901
56973.8,2924.40,6.28232945
56984.6,2924.90,6.24811458
56993.4,2925.50,6.4722575
57004.5,2926.00,5.40595238
57011.1,2926.50,4.32362895
57018.2,2927.00,6.70742222
57028.1,2927.50,23.5473894
57038.4,2928.00,7.4241889
57045.6,2928.50,5.96197437
57056.7,2929.00,7.17407778
57069.1,2929.50,7.47041827
57087,2930.10,8.07041827
57101.8,2930.60,8.50271133
57111.8,2931.10,5.81507794
57120.7,2931.60,6.64731195
57131.9,2932.10,9.28353609
57136.8,2932.60,9.30595238
57143.8,2933.10,10.2075728
57154.3,2933.60,9.71783535
57169.1,2934.20,9.18232945
57182.6,2934.70,8.84738938
57192.7,2935.20,8.47517193
57197.4,2935.70,7.79619271
57206.5,2936.20,6.1722575
57219.8,2936.70,5.19529218
57234.5,2937.20,5.69529218
57242.2,2937.70,7.17066412
57252,2938.30,7.67041827
57264,2938.80,6.38232945
57273.5,2939.30,7.55901745
57282.6,2939.80,8.54121697
57294.9,2940.30,8.4719748
57303.9,2940.80,8.70742222
57313.4,2941.30,9.15702805
57320.6,2941.80,8.4139839
57329.5,2942.40,7.99276071
57340.1,2942.90,7.92362895
57344.4,2943.40,7.36819601
57350.8,2943.90,6.99220983
57356.3,2944.40,6.81261639
57367.2,2944.90,6.95901745
57378.5,2945.40,6.51866941
57388.1,2945.90,6.47066412
57403.3,2946.50,6.09529218
57410.6,2947.00,7.490365
57425.3,2947.50,7.35901745
57433.8,2948.00,7.49220983
57446.8,2948.50,7.65901745
57456.3,2949.00,7.82984361
57464.8,2949.50,8.10144981
57470.6,2950.00,7.80336419
57483.4,2950.60,6.75274511
57493.3,2951.10,7.12773987
57503.1,2951.60,7.19432809
57509.5,2952.10,7.56104724
57521,2952.60,5.670352
57534.5,2953.10,5.54093443
57543.6,2953.60,6.54142884
57557.1,2954.10,6.64142884
57562.5,2954.70,6.87510756
57571.8,2955.20,7.00397138
57578.1,2955.70,5.71780258
57587.4,2956.20,6.44838419
57601,2956.70,6.56359243
57610.6,2957.20,6.51902279
57618.5,2957.70,6.46222523
57624.5,2958.20,5.96222523
57631.7,2958.80,6.52395358
57637,2959.30,6.73191871
57645.4,2959.80,5.9842902
57652.8,2960.30,5.18567188
57663,2960.80,5.6787064
57670.6,2961.30,5.32370235
57678.4,2961.80,5.31052159
57686.8,2962.30,4.97316464
57699.2,2962.90,5.74167056
57711.8,2963.40,6.6787064
57724.8,2963.90,6.3648935
57734.2,2964.40,6.25229378
57742.6,2964.90,5.99856815
57753.5,2965.40,3.28239366
57762.3,2965.90,4.55876778
57769.6,2966.40,5.47041827
57777.9,2967.00,5.65876778
57786.4,2967.50,5.97721702
57797.2,2968.00,5.9274649
57810.3,2968.50,6.15957723
57819.4,2969.00,6.18623372
57829.4,2969.50,5.47407778
57836.4,2970.00,3.84524482
57845.1,2970.50,5.03728887
57852.4,2971.10,5.26076761
57858.9,2971.60,4.04594074
57870,2972.10,3.58498084
57883.6,2972.60,4.6903862
57889.9,2973.10,5.19415266
57897.1,2973.60,5.01568752
57907.3,2974.10,5.61568752
57911.5,2974.60,5.10336419
57921.4,2975.20,5.27377013
57929,2975.70,5.31755301
57941,2976.20,5.46684654
57950.8,2976.70,5.56158325
57959.2,2977.20,5.60709473
57970.2,2977.70,5.53349901
57981.6,2978.20,5.68488217
57991.1,2978.70,5.54142884
58003.5,2979.30,5.09581766
58014.3,2979.80,4.58786963
58025.3,2980.30,4.64007767
58031.8,2980.80,4.25229378
58043.9,2981.30,4.49012914
58050.7,2981.80,4.31548035
58058.4,2982.30,3.94093443
58070.5,2982.80,3.66359243
58079.4,2983.40,2.50709473
58089.8,2983.90,0.786552405
58104,2984.40,11.8054623
58110.1,2984.90,6.68258416
58122.8,2985.40,3.99938353
58127.5,2985.90,7.18660138
58136,2986.40,3.7924599
58149.9,2986.90,4.21820747
58162,2987.50,5.47379197
58172.3,2988.00,4.92421039
58183.1,2988.50,4.42171508
58206.5,2989.50,4.62251359
58214,2990.00,4.05100471
58223.2,2990.50,4.04821861
58235.4,2991.00,3.01372045
58248.2,2991.60,2.7670912
58258.6,2992.10,1.90225815
58272.1,2992.60,1.89938353
58281.2,2993.10,2.45353148
58288.6,2993.60,2.34060872
58302.6,2994.10,5.16819233
58311.9,2994.60,5.71194655
58325,2995.20,2.92501458
